complaint_id,consumer_complaint_narrative,true_label
1310406,"I am writing this on behalf of my client, who is being railroaded by BSI FINANCIAL SERVICES. I am doing this because I have firsthand knowledge of the unethical behavior of this servicing company. When I met her they gave her the run around on a loan modification for months and months until she had to ruin her credit and file bankruptcy to prevent foreclosure. Once I met her I engaged BSI to do a short sale and right away they started breaking local and federal laws. They first demanded to control pricing which they can not do because they do not own the property. I was threatened and told the list the property and unrealistic amounts. I was cursed at by XXXX XXXX, and at some point he called and intimidate the already frightened and pregnant homeowner. While the file received no offers despite me providing them evidence of large repairs needed on the property, they refused to drop the price so that I could secure a buyer. At the same time there was a pending foreclosure sale date. I had to escalate the file and make XXXX phone calls to convince them to postpone the foreclosure sale date. They only moved the sale date to XXXX/XXXX/2015. Now we are a week away from the F/C Sale date and once again they threatened me with the pricing of the home, even after I submitted what they asked for, which was XXXX repair estimates. I dropped the price when the repair estimates came in and an offer came in just {$4000.00} below the {$130000.00} they were trying to force me to list the property at. The rejected the offer, stating they now needed an offer of {$130000.00}. After that it became clear to me that they have NO INTENTION on fairly working on this short sale or accepting ANY offer, as they keep moving the target price and the terms. I have emailed them constantly to let them know agents viewed the home and did not move forward due to the condition of the home. In the meantime, the homeowner was so stressed out she went into early labor and almost XXXX XXXX, and in ( 7 ) days the bank intends to foreclose on her leaving her and her baby homeless. I have received offers but they want the same pricing as a repaired home. This is unethical, unfair, heartless, unscrupulous dealings, dual tracking, intimidation, and more. They also are trying to slip in some shady fees by forcing me to agree to them getting some sort of 1 % fees from the listing side. I read online that I should expect to receive an email message stating that I needed to sign an addendum to the listing agreement to assign XXXX of the listing side commission to a XXXX party ( XXXX XXXX XXXX ) for unspecified services rendered, plus a {$250.00} processing fee. Not only would they not explain what the 1 % was for, furthermore, by reducing commission -- and thereby increasing net proceeds on the Seller 's side of the HUD -- this could be considered a "" rebate ''. Violating rebate prohibitions may be subject to civil penalties, may be considered an illegal kickback under USC ss 2607 and may be a violation of the Real Estate Settlement Procedures Act ( RESPA ). The homeowner is being railroaded, my broker is being railroaded, and I have to believe that there are laws that protect us from these types of dealings after the Federal Lawsuits. I have researched BSI online and wonder why this company is allowed to continue to do all the HORRIBLE THINGS i see other saying that they are doing. 
",negative
1765952,"I called Sallie Mae to request forbearance while I change jobs, battle with medical issues and bills, and come up with a plan to repay my loans that will be effective because I am experiencing a current financial hardship. I spoke to a gentlemen who said he could do nothing for me unless I paid {$800.00}, that day and then he would help me. I could not afford to do this, which was the reason for my call in the first place. I eventually spoke to another gentlemen who said he could do a 1 month forbearance for me while I tried to get my feet back under me. Everything went normal and he took my good faith payment of {$150.00}. He told me that I should see the forbearance on my account withing 24 - 48 hours. It has now been 120 hours and no forbearance. In addition, Sallie Mae 's policy is that if you are denied forbearance, they will apply the {$150.00} to the loan. This still has not been done. I have also not received any information regarding if I was accepted or denied for forbearance. Essentially, they have just taken my {$150.00} and done nothing with it. 
",positive
1448173,"XXXX XXXX 2015 a short sale package with all supporting documents was faxed to Shellpoint mortgage. The negotiator and management at Shellpoint do not return calls or provide status updates. As of today the file has been with the investor for possible approval for over a month with zero follow ups or updates to me. They do not return calls and do not keep track of documents nor do they negotiate in good faith. I have been working short sales for 9 years and am blown away at their lack in communication or consequences behind not working files properly. They need a serious overhaul and should be required to train their staff. 
",neutral
1568342,"My mortgage was sold to Green Tree from XXXX. Around the same time, I fell into some hard times with a significant loss of income and increase of medical bills. I attempted to look for options with Green Tree and was told I only qualified for a stream line modification but was n't provide with any details. Only that I would need to make XXXX trial payments and after I paid the last XXXX, then I would find out the details of the modification. Once I received the modification, I realized it was n't in my favor to accept it. I spoke with the supervisor on my account that explained to me if I decline the modification, that it will take a few days to reallocate my trial payments to my mortgage since I was shown as being late and close to default. XXXX is the supervisor on my account. She informed me that I would be able to make payment arrangements to make up the difference and the amount would be spread over the next 3-4 months so everything will be caught up. She also mentioned which I was n't aware at the beginning that I had other options that I could have explored. The trial payments were for XXXX, XXXX, and XXXX. I have been dealing with XXXX my account XXXX XXXX XXXX and her supervisor XXXX since the first week of XXXX with no resolution. They consistently told me I owe over XXXX and need to pay the balance. I have no statements to show where the XXXX trial payments were reallocated to my balance nor where they came up with the balance. I have been treated like I 'm a dead beat loser that needs to pay the whole balance or go to foreclosure. XXXX has been rude towards me and have avoid my calls and even hangs up when I try calling her. I left numerous voice mails to both XXXX and XXXX with no return calls. The couple times I was able to actually speak to XXXX she would continue to say I 'm not discussing anything unless your ready to make a payment for the whole amount. I have been seeking support from my family and church and wanted to continue which was first discussed with XXXX as far as making payment arrangements to clear my past balance. I also would like to see in writing how everything was reallocated. My statement shows a balance over XXXX does n't reflect the amount of XXXX they told me to pay. I tried talking to someone else in customer service and their own department but everyone routes the calls back to them which leads me no where. No one will look into this matter for me. I am stuck dealing with XXXX individuals that are not willing to discuss or assist me in this matter. I have nothing written to show where the balance is coming from. I was not late for 3 months during my trial period but still show being late close to 180 days. I need someone to review my account and provide me in writing what my past balance is so I can make the proper arrangements to pay everything. 
",neutral
1807890,"a few years back a did a refi on my property with XXXX XXXX, who in turn sold the loan to Bank of America, since I had to relocate for work I new there would be a lag in payment delivery, so to off set this I paid advance 2 month on my mortgage and all went well for almost two years, I noticed I as getting late fees from Bank of America. when I called to find out why they 1st told me the account payments were "" late '' and the fees are the result. I told them that was not possible as my account is advanced two months to remain current at all times. my repeated inquiries went unanswered and fees continued I tried to get assistance from a manager but there was o help there. Finally one rep that I contacted actually looked into my concern and told me the only thing they could see n review was that when Bank of America moved their office from XXXX to XXXX they did audits of accounts and took all advance payments and applied them to the principle. well this completely has put my finances and my home at risk and they act now as if they cant find me. Several calls and been made to no avail and even trying o get a HARP has been denied by them saying I cant qualify which leaves only forced foreclosure or bankruptcy as an option, 
",negative
1694578,"I was sold a predatory sub-prime loan in XX/XX/XXXX by XXXX Loans. I had a 80 % XXXX mortgage and a 20 % XXXX and I put nothing down on the home. After a year I got into trouble with the loans and I was facing foreclosure. With my parents help I was able to stave of foreclosure and I kept making payments on both loans for several more years. Finally I had to file a personal bankruptcy. Both my XXXX and XXXX loans were discharged in my Chapter XXXX bankruptcy in XX/XX/XXXX. I kept making the payments on the XXXX mortgage to XXXX XXXX XXXX and I am still current. However the second loan was sold by XXXX to XXXX Loans in XX/XX/XXXX, and shortly thereafter XXXX assigned the servicing of the loan to Real Time Resolutions. Now I have been attempting to obtain a refinance on the first loan but the lender and the title company can not clear title because the second deed of trust is still recorded in the name of XXXX, which was a subsidiary of XXXX. but is no longer in business. I engaged a lawyer to submit a Qualified Written Request to Real Time Resolutions who claims to have legal ownership of the second deed of trust. I asked RTR to provide evidence that they own the second deed of trust but they failed to provide that evidence in response to our QWR. 
",negative
1840079,"I will try to explain, but so much has happened not sure where to start. This has been going on for 28mths just about. We have tried to do a loan modification and have been given the run around to the point we got behind and had to hire lawyers to help us and after the lawyer we were paying got suspended we have been left alone. We have contacted Freedom Mortgage since they got our loan back in XXXX XXXX from the previous lender which was XXXX. Since the lawyer we were left us high and dry in XXXX XXXX, we have been contacting Freedom, they keep giving us the run around. They said that we need to short-sale and if not they will give us 3 months to do a deed of liue and help us with relocation cost, we have wanted that in writing ... they keep saying that they have sent us a mitigation package and all that and to this day we have yet to receive it. I 'm sorry I forgot to mention this all started due to my husbands hours were cut and he had some medical bills that arose due to he had XXXX in XXXX and it looked like something had came back that caused us to apply to do a loan modification and it led to 28mths of fighting with mortgage company. So..after the told me to short-sale ... I went ahead and found a Realtor who put the house up ... she called them and they told her over the phone that the payoff was {$190000.00} and we had tittle company request it in writing ... we got an offer on the house while it was only on the marker for 7 days we were still waiting on the mortgage company to send the payoff..I have called them, had to leave a voicemail to a caseworker who never calls me back, left a message for a manager to call me and that has n't happened either ... we have a VA loan ... I do n't want to loose it, but how can I work with a mortgage company that is not working with me is almost as if they want to foreclosure.We do n't want that, we did not miss our payments on purpose, it was a life crisis that we ende dup in and went straight to the mortgage for help. Right now the people are waiting on our counter offer which we ca n't because Freedom has yet to send anything or return my calls. I 'm stressed, I just want to sale the house and move on, but the longer it takes the longer our credit is ruined. I want Freedom to help us and to do as they have said they will do. We ca n't loose our VA and we do n't want to foreclosure, we have tried to work with them and even have had an attorney email them to call him and they have n't even called him. All t his to me just does n't sound right and Im so scared that we wo n't have anywhere to go and no money to go anywhere. Please help us!! Please! 
",neutral
1554126,"I believe I have Genesis loans from Corinthian Colleges and would like to know if they were included in the CFPB settlement. 
Name : XXXX College - XXXXAddress : XXXX XXXX XXXX. XXXX XXXX, CA XXXX 
",negative
1796531,"On XXXX XXXX a XXXX Nebraska Sheriff knocked on my door. He told me that he was there to serve me with a Notice of Quit, which he then explained was a pre-eviction step. I was dumbfounded since, to my knowledge, we had been paying our mortgage every month. Turns out, we were having some confusion with the bank and our checks were Their l not clearing. This had been happening for about 9 months, and up until this point, we had received no communication whatsoever. We were not told that we were facing Their l foreclosure, we were not told that our home was being sent to auction, but magically, they were able to inform us that our house had been sold and since Nebraska has no buyback plan we were out of luck. Our only option was to go to the bank and take out a brand new loan, which we could n't get because of the foreclosure. Had Franklin American contacted us before the sale we would have been able to pay what was owed, but since we had no idea we were in trouble we took no steps to save our home, leaving our family scrambling for a place to stay. Their lack of contact/communication is absolutely unacceptable. 
",negative
1481101,"I am the co- signer for my son XXXX XXXX private student loans. Over the course of time I sent money order payments in to pay off the loans I co-signed. I specified with the payments that they be applied to the loans I co-signed and to the one with the highest interest rate first. Some of the monies I sent was applied to other student loans that my son had which were Federal Loans and I did not co-sign. I did not keep good records of the payments I made and my son lost his job and stopped making loan payments. I have called XXXX XXXX and Navient numerous times to try to go over the payments so they could apply them properly. I have spent hours on hold waiting to get to the right person and then promised that they would get the information together and call me back but they never do. They have since sent the dept to a collection agency and they are calling me for payment. I am pretty sure that I have paid more than I co-signed for and I need them to give me the loan history so that I can tell them which payments I made that were not applied to the loans I co-signed. They have also reported to the credit agencies that I am delinquent and ruined my credit. I have a small business and rely heavily on my good credit standing to buy merchandise. 
",positive
1571743,"I have been having several difficulties since our mortgage was transferred from XXXX, then GreenTree Mortgage and now Ditech mortgage company. Since the transfer, my husband and I have noticed that our monthly payments are not being applied correctly and the mortgage company and we feel like we are being scammed. We pay additional money each month where we request that the additional amount be applied towards the principal and escrow. The mortgage company does not supply payment books that allows us to pay extra towards the principal and escrow. When we spoke to them about our issue, they spoke to us in a condescending manner and tried to make us appear stupid. We were told that they could not provide us with a payment booklet that would allow us to show how much of our additional payment should be applied to principal and escrow. In fact, we were advised to write it out on our payment statement and then we have to call each month to inform them how to apply it even after we had written it out. My husband and I are both elderly and I 'm in a XXXX. We feel that this mortgage company has made it very difficult for us and have taken our additional payments. When we receive our monthly statements, we notice that our additional payments are not being applied. Where has our additional payments gone? We are elderly but we will not sit back and be taken advantage of by this mortgage company. When our mortgage was transferred to GreenTree, we never received a check for the extra funds that we had paid into the escrow account after our taxes and insurance was paid. Where are those funds? 
",neutral
1725678,"To whom it concerns, my husband and I tried to purchase a home and have been deeply hurt. XXXX XXXX XXXX was our Realtor and Mortgage and XXXX XXXX was the Broker ( XXXX XXXX XXXX XXXX XXXX ) ( although we never met the Broker ). We proceeded to follow through with the contract ( XXXX XXXX XXXX Tx XXXX ) and put up the honest money {$1000.00} to XXXX XXXX. On the contract it stated that its not subject to buyer being approved for finance and it does not involve FHA or VA Finance on page XXXX # XXXX fin. a and d ; This was a FHA loan. We had to give additional {$1000.00} to the sellers made out directly to them and {$200.00} option fee made out directly to the sellers ( XXXX XXXX XXXX, XXXX XXXX XXXX ). The house was inspected {$350.00} and it passed inspection. We ask our agent to make sure that we get our money back if things do n't work out and please do n't let any time lapse. He assured us of this and in returned he stated that the sellers requested and additional {$1000.00} made out to them because underwriting was taken too long and it would go over the time. XXXX XXXX came to us and told us we were not approved and that we also lost all of our money. He then put a contract on another house XXXX XXXX XXXX XXXX XXXX, Tx XXXX ) where we had to put down honest money of {$500.00} with XXXX XXXX XXXX ) and {$100.00} option fee and to have the inspection done within 5 days which cost XXXX the first time and an additional {$200.00} the second time because the house did n't pass inspection because there were no fire detectors in each room which we had to purchase and put in before they could move forward. I really feel that we have been taken for our hard earned money and the Realtor, Broker and Title Companies are all bogus. I really feel no one was honest and had our best interest at heart. We as new buyers are relying on agents to be honest and explain in detail so that we have clear understanding and feel comfortable and safe with their decisions but this is one case that have us afraid to trust any agent or broker. 
",negative
1531516,"Green Tree Servicing LLCXXXX XXXX XXXX XXXX, XXXXXX/XX/2015XXXX XXXX XXXX XXXX XXXX, XXXX XXXXRe Acct. XXXXTo whom it may concern, By law a mortgage company is required to send monthly statements to its customers. I have not received a statement from your company since XXXX of 2015. I have filed no bankruptcy, nor have I changed addresses. I have called two different times requesting statements to be sent out and all I receive is hostile treatment by your people. I continue to receive all other forms of communications from your company, so please, immediately send me a billing statement so I can bring my account current. 


Thank you, XXXX XXXX XXXX 
",positive
1623336,"Requested loan modification due to loss of income, financial hardship, illness, was denied, loan company refused to work with "" third party '' ( XXXX ) to resolve delinquency issues. My Balance has not changed in approximately 12 years {$18000.00}. My payments are not being applied. Abusive collection procedures. Was sent to eviction court immediately after having XXXX surgeries. Paid {$2200.00} to loan Company. There is no history of this payment are any other payments todate. 
",negative
1697249,"I have made a purchase on a house I was scheduled to close on Monday, XX/XX/XXXX. I initially applied for a mortgage loan through TD Bank back in XX/XX/XXXX. However, the mortgage processor neglected to let anyone know there was only one piece of the information missing until today, which prevented me from being able to close on the house. Everything was set up to close today between myself, the title company and the realtor, except for TD Bank because have n't gotten around to review or finalize anything even though they have been recieving information for the past two months. I am now in the situation where I will have no where to live by week 's end and have to pay fees and penalties to various companies that I had set up based around the closing date I was provided. There is no resolution or estimated time on when I will be able close on this house and was given poor customer service by those involved at TD Bank. 
",positive
1429444,"I obtained a loan from Genesis Lending in XX/XX/XXXX to attend XXXX XXXX in XXXX, MI. After XXXX and obtaining a job, I began auto paying the {$99.00} payment each month and started saving so I could pay off this high interest loan. On XX/XX/XXXX, I paid the balance of {$2800.00} online and called the next day to speak to someone to verify that it was paid in full. I was informed that there was a balance of {$11.00}, but that that would be credited due to the balance being paid. I checked my bank account on XX/XX/XXXX and saw that they had taken the {$99.00} payment on XX/XX/XXXX even though the loan was paid off. I called and they were very rude and not at all helpful, informing me that it was my responsibility to go to my bank and dispute the charge or else send them a statement as proof that it came from my account. I informed them that I work during banking hours and I feel that it is their responsibility to fix their mistake and they can see that it came out of the same account that every other payment came from. I asked to speak to a supervisor XXXX times and was told she was having technical difficulties and unable to talk. After XXXX minutes, I was finally connected to a supervisor who told me that there was nothing she could do to correct their unlawful withdrawal of money that was not owed to them. I asked to speak to her supervisor and was informed that the account manager would not be in until the next day and would call me back. I never recieved a call from the account manager and am still waiting for this to be resolved. I believe that it is illegal to withdraw a payment on a loan that is paid off and very unprofessional to not do everything they can to fix this. 
",negative
1784594,"I am contacting you again regarding my initial Case number : XXXX. I requested a copy of my credit report and sure enough Bank of America is still not reporting my information accurately. I tried going through them, and I tried going through XXXX and the problem is still not fixed. Bank of America is reporting that my mortgage is CLOSED and they did not report my payment that they received ON TIME for the months of XXXX, XXXX, XXXX and XXXX of 2015. I need them to fix this. Mortgage credit scoring has a huge impact on a persons credit score so it is very important that they do the right thing here. They need to report those payments, and they need to report this account as OPEN in order to fix their mistake. They have reported subsequent payments, but not those particular months. Please help. It is unbelievable that I had to come back to you again, but here I am still fighting with Bank of America. 
",positive
1612509,"owed XXXX to B O A, house was sold thru short sale, this was paid and for gave as of XX/XX/2015 in full. 
",neutral
1379719,"I am representing a Borrower whom has filed a Bankruptcy, and did not reaffirm her loan, we have been disputing the value with Green Tree/ XXXX XXXX AS I was told the property was assigned to be winterized and it was not, so with our brutal winter there was additional damage done to the subject property in the amount of {$90000.00}. XXXX refuses to re-evaluate the value as this was already done XXXX. But the damages have prevented us from getting a $ XXXX offer. They are informing me the Borrower needs to file an Insurance Claim, we have tried numerous times to reach out to XXXX Green Tree and XXXX to obtain the correct information, with no results. The Borrower has not paid on Home Insurance in over a year, so we have no idea where to go from here, we have been trying to process this short sale now since XXXX, and are just exhausted with the manner this is being handled. 
",neutral
1695684,"I am in an extreme financial hardship & my Mortgage Company, Wells Fargo, said they would work with me XX/XX/XXXX & now they have changed their minds. This company, Wells Fargo should have never been bailed out as they are doing the very same tactions XX/XX/XXXX when they asked me, called me, if I wanted to skip a few payments, and let 's face it ; who would n't. I 've sent all the forms that was required of me back in XXXX, but then they say the "" offer has expired ''! So I had to come up with {$6000.00} in a hurry to avoid foreclosure. Luckily I managed to get the money together & save the home my XXXX children have grown up in! Within the next couple of years, the President came up with the HAMP & HARP programs & I was able to finally get a modification, probably just because this time I hired a Law Firm to handle the situation. Right now my health is ailing as such so now I am on XXXX due to my medical condition whereas my finances have gone down considerable & I have a new monthly bill of {$250.00} since someone totaled my car, I had to get something else & with the identity thefts issues ( provable by way of IRS & local PD ) my credits is bad so I have a very high interest rate for this XXXX Ford Fiesta which is the only thing I could get into. So for this & many other reasons I just wanted to lower my mortage interest rate, with the predatory 5 % currently, so I could lower the mortgage payment minus the {$250.00} car payment. Again I hired XXXX XXXX XXXX & they assured me time & time again Wells Fargo had agreed to work with me since we have been here for 17 years & want to remain in the same home for the interim. If we lost our home I would die & the children would be devastated to say the least. Now, again, Wells Fargo is denying the modification & I have to come up with {$8000.00} ( I even opened a 'gofundme.com to help raise the money ) so we wo n't get foreclosed upon. They based their decision, or so they say, on the non physical appraisal that showed not 1 single upgrade I 've done to this house in the last 17 years such as remolded kitchen with granite countertops, remolded bathroom actually 're-bathed it ' by "" bath fitter, put on another full bathroom with jacuzzi tub, added an office/sunroom with french doors, added a huge sunken den/family room, solar put on roof, skylights thru out, hardwood floors, new huge windows in kitchen & bedrooms, vinyl siding all around house. Wells Fargo ar the biggest crooks out there & should be shut down right away for their unethical practices & downright lies on top of lies. Blatant disregard for customers needs. I am attaching the paperwork on XXXX XXXX, I 've tried to get more info & they never call me back, I hope I did n't get scammed again! I 'll also attach the finale paperwork of XXXX XXXX reasons for denial as well. I just wanted the payments lowered by {$250.00} & I have very real hardships @ this time, please investigate these Wells Fargo crooks! I read in the XXXX XXXX the goverment is already looking into them because of so many consumer complaints similar to mine. Just unscrupulous tactics all the way around! Please help us! Thank you, XXXX XXXX ( XXXX ) XXXX XXXX, XXXX XXXX XXXX XXXX ; I am XXXX & a Vewteran of XXXX XXXX XXXX & my son is in the XXXX XXXX & got called to XXXX XXXX to help with the wild fires up north. One would think they would take tinto consideration as they sit & toil @ their desks & /or cubicals sounding 'happy ' on the phone as they are denying you. At least that 's what my XXXX 'home preservation specialsist ', XXXX XXXX sounded that way as some kind of scoulding principle! Oh! Almost forgot! Thruout this ordeal some gentleman by the name of XXXX XXXX & XXXX XXXX called me with strange proposition such as ; "" if you give me {$670.00} right now I will appove the modificxation & that 's what your new payment would be, I mean he was really strong arm 
",negative
1528779,"I have an Easy 5 year mortgage from Capital One 360. I have paid all but just under {$4000.00} on it. I have been making payments online for 5 years, and the loan is due by XXXX XXXX, 2015, as it has a balloon. I went online today, Thursday, XXXX XXXX, 2015, to pay off the loan, but for some reason, Capital One is not allowing me to pay the loan off. They are forcing me to make payments by certified check or wire transfer. Even if I wanted to may the small biweekly payment, which is around {$80.00} bucks, it wo n't allow it. I spoke to XXXX employees, who stated, "" The loan has matured, you ca n't make any payments. '' This loan is not even due for over a month, and I have a biweekly payment that ca n't be made because of this nonsense. I have never been late on a payment before, and they are using their power to force me to make expensive payments, when there is no reason why I should not be able to make a payment online. I repeat, this loan is not due until XXXX XXXX, 2015! 
",negative
1295848,"Bank of America mailed me several offers to refinance my home. On XXXX/XXXX/2015 I called the XXXX, FL sales office and spoke with XXXX XXXX ( MLS XXXX ) and began the refinance process. There were documents XXXX XXXX wanted immediately ( XXXX, XXXX pay stubs & savings statements ) so those documents were emailed to her on XXXX/XXXX/2015, however, the remaining refinance documents, that BofA mailed to my home, she stated could be mailed. So on XXXX/XXXX/2015 I followed her instructions which matched the instructions in the refinance packet, and mailed the remaining documents in the pre-paid postage envelope provided from a Post Office in XXXX, TX. Because the documents were of a sensitive and personal nature, I wanted to have the documents tracked, even though they were only going to XXXX, TX ( XXXX is a larger suburb of XXXX ). The post office clerk informed me that I could not "" alter '' the pre-paid envelop and had to mail the documents as is. Needless to say, as of XXXX/XXXX/2015 the documents have not reach BofA 's documents center and are now considered LOST. The post office claims they do not have my package, and BofA claims they have not received my documents either. I am stuck in the middle with my personal information floating somewhere, with no real help available. BofA is claiming since the documents have not reached them ( something they can not proved or disproved ) they have no responsibility to help. Even though, it was their instructions and envelope, they do not track the packages in anyway ( nor to the note that information in the refinance package ). This seems ridiculous. Customers are mailing personal and highly confidential information to them from all over the country and they not only do not track the packages they also hinder the consumer from doing so as well. This process is very flawed and I am not sure what the Bureau can do, but I wanted this practice to brought to light. I was informed by a BofA representative, that mail gets lost every day, and there was nothing they ( or I ) could do about it. I was to either resend the forms or lose the refinance. What is even more frustrating, is that I was informed, after the documents were lost ( of course ) that I could have gone in to ANY BofA location and faxed the documents to the XXXX office for FREE. I looked and this was not noted in any of their instructions. They did supply a fax number but DID NOT state the option of going into a branch. That XXXX simple piece of information could have saved me from the frustration on the entire refinance process. I now have frozen my credit and researching a credit monitoring company to protect me from potential identity theft. My problem is not with the people I worked with, it is with the process that leaves consumers at risk. I trusted BofA and the have completely let me down. 
",positive
1787780,"I applied for a pre-approval with Sirva Mortgage on XXXX XXXX, I received approval for $ XXXX - I advised that I did not plan to buy until XXXX as it is a relocation through my job promotion. We agreed we would put down XXXX % of the loan as the deposit and my company would pay for the closing cost and i would be responsible for prepaids. A couple days later we ended up finding a property for $ XXXX, my relator reached out to XXXX asking for a preapproval letter and with the offer we planned to make asking for $ XXXX in prepaids. We spoke with XXXX XXXX a loan relocation counselor and she stated it was illegal for us to ask for the seller to pay anymore than $ XXXX - my relator challenged her and explained the amount of the takes - she was admit that the prepaids would not be more than $ XXXX - this conversation took place with her on XXXX XXXX - from that moment on, we knew we had to show up to closing with 5 % minus the deposit we put down which meant we would need to come to closing with $ XXXX. On numberous different occasions we received a new loan disclosing document - in speaking with our processor, she stated they were not accurate and as it got closure we would have a more accurate document. After our home inspection, there were some repairs that needed to be fixed, we agreed with the seller to accept a $ XXXX seller credit for repairs. On XXXX XXXX, we received what was supposed to be our "" final '' loan disclosure showing what we needed to bring to closing. The amount was about $ XXXX different than what Iwe were previously told to bring to closing - with a remaining $ XXXX and the difference of the $ XXXX for repairs we were under the impression coming to closing would be reduced meaning e would need to report to closing with about $ XXXX - I called into the processor that day - mid-day, I did n't get a response back from the processor until about XXXX and she was asking where we were going to get the remainder of the funds to close - I explained again as I had XX/XX/XXXX XX/XX/XXXX it would come from my husband and I pay as at this time we had $ XXXX - I asked why the $ XXXX repair credit was not listed and she stated she did n't know but would call me back - she also stated that I would need to have 2 months of reserve prior to closing - I explained that at no time did anyone ever tell us this and now 7 days prior to close they are saying we owe more than anyone had ever told us. She returned a call to me about XXXX stating that they corrected the error on the sheet and now we only need to come to closing with $ XXXX - I explained that was never shared with us - she then explained she understood why we thought the numbers were different but the issue was that the loan counselor XXXX gave us the wrong number she stated that pre-paids were actually {$6900.00} and the $ XXXX repair credit was used to offset that - I explained that no one has ever shared that and she then explained that aalthough my job was paying all my closing cost that {$980.00} could not be paid by my job and had to be added to the prepaids. I sent an e-mail of complaint that Friday night, on Mondday I continued the conversation with the processor who then sent me another statement reporting we needed $ XXXX - I stated this did n't make since, she asked did n't ehce closer call you 10 days ago, I explained I received an e-mail from the closer asking if we were going to be at the closing but no conversation. Later that day, we received another closing statement, then a different on Tuesday and a different one on Wednesday and then I received a call from the CEO - "" XXXX '' attempting to explain the issue and advised they were going to give a lenders credit so we would be at closing with the $ XXXX but we are still short $ XXXX for repairs, my conversation with him was on Thursday about XXXX where he then advised our prepaids were not identified at $ XXXX 
",negative
1384678,"Roundpoint Mortgage Servicing Company says I owe them {$3700.00} which represents an escrow shortage. They assumed my mortagage in XX/XX/XXXX from XXXX XXXX XXXX XXXX. I have received XXXX prior Annual Escrow Account Disclosure Statements from Roundpoint ( XX/XX/XXXX and XX/XX/XXXX ) indicating I had a surplus. This is Roundpoints accounting and due diligence errors and I should not have to suffer financially because of it. 
",neutral
1420097,"Started a refi with bank of America in XXXX 2015 today is XXXX XXXX 2015 .I fill i have been discrimanated agaist starting with the loan officer to the underwriter. Bank of America XXXX XXXX like laws have made this very frustrating.After a heated conversation with the loan almost immediately he change all my info .I havent spoken to him since XXXX, someother person has been assiting me.Never have i had such awful service .All info submitted and still no CLOSE/ 
",positive
1606228,"I applied for a refinance loan with Leading Mortgage Solutions in XXXX XXXX, and with XXXX XXXX. After approval and before the closing, I was told directly to NOT pay my XX/XX/XXXX payment and that the loan would close before then, and there would not be a 30 day late marked on my credit report. I took their advice. Fast forward a month to XX/XX/XXXX, when I applied for a loan with a different lender for a XXXX home, I was told that my credit report showed a 30 day late payment from the refinance transaction that I was assured would not be there. I complained to the company, they informed me that I was incorrect, that there is no blemish on my credit, and that I should call the old company to resolve myself. I found this unacceptable, and filed a poor review on XXXX. They contacted me via email, as well as rebutted the XXXX review, and again claimed I was wrong, and to clear it up myself. I told them I expect them to clear it up as it was their advice that led to it. I have filed a complaint with the XXXX, but am hearing the same from the company about how I am incorrect. Even after I sent XXXX XXXX screen shots of all three credit reports showing the blemish, he tells me to call the former lender and clear it up myself. 
",negative
1424338,"To whom it may concern : Can ANYONE help? I have fulfilled all requirements re Claim # XXXX dd XXXX Green Tree Loan Servicing, & I am being told that I MUST wait until further investigations are complete before the check which was issued by XXXX XXXX can be released to me for completion of repairs to the home I live in. 
I have an XXXX 15 year old daughter who is suffering in this HEAT WAVE -- -along with XXXX cats, a bird my wife and myself. 
No hotel will take us. 
My next step will be an attorney & the Media. 


XXXX XXXX 
",positive
1502823,"I filed Bankruptcy XX/XX/XXXX and did not include in mybankruptcy filing my security interest in XXXX XXXX XXXX AL XXXX as I was not the debtor on this loan. Irecently received notices from Regions Bank that they wereseeking an automatic stay and co-debtor stay on XX/XX/XXXX. Motion was granted and I was ordered to pay attorney feefees in the amount of {$420.00}. I am asking the CFPB tointercede in this request for fees due to the following:1. I was never a co-debtor. I did not sign the promissory note. 
The note was signed by XXXX XXXX XXXX in her name alone. Iam not responsible for this debt and any fees arising fromactions on this debt, the debtor is responsible. 
2. I did sign the mortgage along with my brothers accordingto the requirements of Regulation Z acknowledging myinterest in the security and my right of rescission. 
3. Since I did not sign the promissory note, only XXXX is responsible for all debts arising from thelegal actions pertaining to this loan 's default and Regionsshould pursue her not me for any default/attorney feeson this loan. 
4. I have not assumed or refinanced this loan in my name 
",negative
